user_id,group,market_price,converted,revenue
587,Test,67410.18,0,0.0
588,Control,67410.18,0,0.0
589,Test,67410.18,0,0.0
590,Control,67410.18,0,0.0
591,Control,67410.18,0,0.0
592,Test,67410.18,1,7.99
593,Control,67410.18,0,0.0
594,Test,67410.18,0,0.0
595,Test,67410.18,1,7.99
596,Test,67410.18,0,0.0
597,Control,67410.18,0,0.0
598,Control,67410.18,0,0.0
599,Test,67410.18,0,0.0
600,Test,67410.18,0,0.0
601,Control,67410.18,1,10.0
602,Test,67410.18,0,0.0
603,Test,67410.18,0,0.0
604,Test,67410.18,0,0.0
605,Control,67410.18,0,0.0
606,Control,67410.18,0,0.0
607,Control,67410.18,0,0.0
608,Test,67410.18,0,0.0
609,Test,67410.18,0,0.0
610,Test,67410.18,0,0.0
611,Control,67410.18,0,0.0
612,Test,67410.18,0,0.0
613,Test,67410.18,0,0.0
614,Test,67410.18,0,0.0
615,Test,67410.18,0,0.0
616,Control,67410.18,0,0.0
617,Control,67410.18,0,0.0
618,Test,67410.18,0,0.0
619,Control,67410.18,0,0.0
620,Control,67410.18,1,10.0
621,Test,67410.18,0,0.0
622,Test,67410.18,0,0.0
623,Control,67410.18,0,0.0
624,Test,67410.18,0,0.0
625,Control,67410.18,0,0.0
626,Test,67410.18,0,0.0
627,Control,67410.18,0,0.0
628,Test,67410.18,0,0.0
629,Control,67410.18,0,0.0
630,Control,67410.18,0,0.0
631,Control,67410.18,1,10.0
632,Test,67410.18,0,0.0
633,Control,67410.18,0,0.0
634,Control,67410.18,0,0.0
635,Test,67410.18,1,7.99
636,Test,67410.18,0,0.0
637,Control,67410.18,0,0.0
638,Control,67410.18,0,0.0
639,Test,67410.18,0,0.0
640,Test,67410.18,0,0.0
641,Test,67410.18,0,0.0
642,Test,67410.18,0,0.0
643,Test,67410.18,0,0.0
644,Control,67410.18,0,0.0
645,Test,67410.18,0,0.0
646,Control,67410.18,0,0.0
647,Control,67410.18,0,0.0
648,Control,67410.18,0,0.0
649,Test,67410.18,0,0.0
650,Control,67410.18,0,0.0
651,Control,67410.18,0,0.0
652,Test,67410.18,0,0.0
653,Control,67410.18,0,0.0
654,Control,67410.18,0,0.0
655,Test,67410.18,1,7.99
656,Control,67410.18,1,10.0
657,Control,67410.18,0,0.0
658,Control,67410.18,0,0.0
659,Test,67410.18,0,0.0
660,Test,67410.18,0,0.0
661,Test,67410.18,0,0.0
662,Control,67410.18,0,0.0
663,Control,67410.18,0,0.0
664,Test,67410.18,0,0.0
665,Control,67410.18,0,0.0
666,Control,67410.18,0,0.0
667,Test,67410.18,0,0.0
668,Test,67410.18,0,0.0
669,Control,67410.18,0,0.0
670,Control,67410.18,0,0.0
671,Control,67410.18,0,0.0
672,Test,67410.18,1,7.99
673,Test,67410.18,0,0.0
674,Test,67410.18,0,0.0
675,Test,67410.18,0,0.0
676,Control,67410.18,0,0.0
677,Test,67410.18,0,0.0
678,Test,67410.18,0,0.0
679,Test,67410.18,0,0.0
680,Test,67410.18,0,0.0
681,Test,67410.18,0,0.0
682,Control,67410.18,0,0.0
683,Control,67410.18,0,0.0
684,Test,67410.18,0,0.0
685,Control,67410.18,0,0.0
686,Test,67410.18,0,0.0
687,Test,67410.18,1,7.99
688,Control,67410.18,1,10.0
689,Control,67410.18,0,0.0
690,Test,67410.18,0,0.0
691,Test,67410.18,0,0.0
692,Test,67410.18,0,0.0
693,Control,67410.18,0,0.0
694,Test,67410.18,0,0.0
695,Test,67410.18,1,7.99
696,Test,67410.18,1,7.99
697,Control,67410.18,0,0.0
698,Test,67410.18,1,7.99
699,Test,67410.18,0,0.0
700,Control,67410.18,0,0.0
701,Test,67410.18,0,0.0
702,Test,67410.18,0,0.0
703,Control,67410.18,0,0.0
704,Test,67410.18,1,7.99
705,Control,67410.18,0,0.0
706,Control,67410.18,0,0.0
707,Test,67410.18,0,0.0
708,Test,67410.18,0,0.0
709,Test,67410.18,0,0.0
710,Test,67410.18,0,0.0
711,Control,67410.18,0,0.0
712,Test,67410.18,0,0.0
713,Control,67410.18,0,0.0
714,Test,67410.18,0,0.0
715,Test,67410.18,0,0.0
716,Test,67410.18,0,0.0
717,Control,67410.18,0,0.0
718,Test,67410.18,0,0.0
719,Test,67410.18,0,0.0
720,Test,67410.18,0,0.0
721,Test,67410.18,0,0.0
722,Control,67410.18,0,0.0
723,Test,67410.18,0,0.0
724,Control,67410.18,0,0.0
725,Control,67410.18,0,0.0
726,Control,67410.18,0,0.0
727,Control,67410.18,0,0.0
728,Control,67410.18,0,0.0
729,Control,67410.18,0,0.0
730,Test,67410.18,0,0.0
731,Control,67410.18,0,0.0
732,Control,67410.18,0,0.0
733,Control,67410.18,0,0.0
734,Test,67410.18,1,7.99
735,Test,67410.18,0,0.0
736,Control,67410.18,0,0.0
737,Test,67410.18,0,0.0
738,Control,67410.18,0,0.0
739,Control,67410.18,0,0.0
740,Test,67410.18,0,0.0
741,Control,67410.18,0,0.0
742,Test,67410.18,0,0.0
743,Test,67410.18,0,0.0
744,Control,67410.18,1,10.0
745,Control,67410.18,1,10.0
746,Test,67410.18,0,0.0
747,Control,67410.18,0,0.0
748,Control,67410.18,0,0.0
749,Control,67410.18,0,0.0
750,Test,67410.18,1,7.99
751,Test,67410.18,0,0.0
752,Control,67410.18,0,0.0
753,Test,67410.18,0,0.0
754,Test,67410.18,0,0.0
755,Test,67410.18,0,0.0
756,Test,67410.18,0,0.0
757,Test,67410.18,0,0.0
758,Control,67410.18,0,0.0
759,Control,67410.18,0,0.0
760,Control,67410.18,0,0.0
761,Test,67410.18,0,0.0
762,Test,67410.18,0,0.0
763,Control,67410.18,0,0.0
764,Test,67410.18,0,0.0
765,Control,67410.18,0,0.0
766,Control,67410.18,1,10.0
767,Control,67410.18,0,0.0
768,Test,67410.18,0,0.0
769,Test,67410.18,1,7.99
770,Control,67410.18,0,0.0
771,Control,67410.18,0,0.0
772,Control,67410.18,0,0.0
773,Control,67410.18,0,0.0
774,Test,67410.18,0,0.0
775,Test,67410.18,0,0.0
776,Control,67410.18,0,0.0
777,Control,67410.18,1,10.0
778,Test,67410.18,0,0.0
779,Test,67410.18,0,0.0
780,Control,67410.18,0,0.0
781,Control,67410.18,0,0.0
782,Control,67410.18,0,0.0
783,Test,67410.18,0,0.0
784,Test,67410.18,0,0.0
785,Test,67410.18,0,0.0
786,Control,67410.18,0,0.0
787,Control,67410.18,0,0.0
788,Test,67410.18,0,0.0
789,Test,67410.18,0,0.0
790,Control,67410.18,0,0.0
791,Test,67410.18,0,0.0
792,Test,67410.18,0,0.0
793,Control,67410.18,1,10.0
794,Test,67410.18,0,0.0
795,Control,67410.18,0,0.0
796,Control,67410.18,0,0.0
797,Control,67410.18,0,0.0
798,Control,67410.18,0,0.0
799,Control,67410.18,0,0.0
800,Control,67410.18,0,0.0
801,Control,67410.18,1,10.0
802,Test,67410.18,0,0.0
803,Control,67410.18,0,0.0
804,Control,67410.18,0,0.0
805,Test,67410.18,0,0.0
806,Test,67410.18,0,0.0
807,Test,67410.18,0,0.0
808,Control,67410.18,1,10.0
809,Test,67410.18,0,0.0
810,Control,67410.18,0,0.0
811,Control,67410.18,0,0.0
812,Control,67410.18,0,0.0
813,Control,67410.18,0,0.0
814,Test,67410.18,0,0.0
815,Test,67410.18,0,0.0
816,Control,67410.18,0,0.0
817,Control,67410.18,0,0.0
818,Control,67410.18,0,0.0
819,Test,67410.18,0,0.0
820,Control,67410.18,0,0.0
821,Control,67410.18,1,10.0
822,Test,67410.18,0,0.0
823,Test,67410.18,0,0.0
824,Control,67410.18,0,0.0
825,Test,67410.18,1,7.99
826,Test,67410.18,1,7.99
827,Control,67410.18,0,0.0
828,Test,67410.18,1,7.99
829,Control,67410.18,0,0.0
830,Test,67410.18,1,7.99
831,Control,67410.18,0,0.0
832,Control,67410.18,0,0.0
833,Control,67410.18,0,0.0
834,Test,67410.18,0,0.0
835,Control,67410.18,1,10.0
836,Test,67410.18,0,0.0
837,Control,67410.18,0,0.0
838,Control,67410.18,0,0.0
839,Test,67410.18,0,0.0
840,Control,67410.18,0,0.0
841,Control,67410.18,0,0.0
842,Test,67410.18,0,0.0
843,Control,67410.18,0,0.0
844,Control,67410.18,0,0.0
845,Control,67410.18,0,0.0
846,Control,67410.18,0,0.0
847,Test,67410.18,0,0.0
848,Test,67410.18,0,0.0
849,Control,67410.18,0,0.0
850,Test,67410.18,0,0.0
851,Control,67410.18,0,0.0
852,Test,67410.18,0,0.0
853,Control,67410.18,0,0.0
854,Control,67410.18,0,0.0
855,Control,67410.18,0,0.0
856,Control,67410.18,0,0.0
857,Control,67410.18,0,0.0
858,Control,67410.18,0,0.0
859,Test,67410.18,0,0.0
860,Control,67410.18,0,0.0
861,Test,67410.18,0,0.0
862,Control,67410.18,0,0.0
863,Test,67410.18,0,0.0
864,Test,67410.18,1,7.99
865,Test,67410.18,1,7.99
866,Control,67410.18,0,0.0
867,Control,67410.18,0,0.0
868,Test,67410.18,0,0.0
869,Control,67410.18,0,0.0
870,Test,67410.18,0,0.0
871,Control,67410.18,0,0.0
872,Test,67410.18,1,7.99
